grievance_id,created_at,channel,citizen_text,category,location,latitude,longitude,department,severity,urgency,public_impact,vulnerability,recurrence,priority_score,priority,status,duplicate_cluster_id,related_complaint_count,semantic_similarity,sentiment,sla_hours,recommended_action,actual_resolution_hours,systemic_cluster
GRV-1808,2026-08-08T23:51:00,Walk-in,We are facing repeated power cuts in Kukatpally. A child may be affected.,Electricity,Kukatpally,17.485729,78.416584,Electricity Distribution Department,6,5,5,9,1,53,Medium,In Progress,CL-246,2,0.49,Concerned,17,Initiate emergency restoration,,No
GRV-1809,2026-08-19T05:20:00,Social Media,Water pressure has been very low in Kondapur since 4 days. A elderly resident may be affected.,Water Supply,Kondapur,17.459444,78.361894,Water Supply Department,4,8,9,9,8,72,High,In Progress,CL-434,5,0.47,Negative,10,Dispatch field inspection team,,No
GRV-1810,2026-08-08T14:28:00,Call Center,Repeated complaints about the damaged road have not been resolved. A child may be affected.,Roads,Madhapur,17.449639,78.390359,GHMC Roads Department,3,3,6,9,8,52,Medium,Escalated,CL-384,4,0.63,Frustrated,34,Barricade hazardous section,,No
GRV-1811,2026-07-30T03:53:00,Web,An unsafe public area near Charminar has recurring incidents. A elderly resident may be affected.,Public Safety,Charminar,17.357783,78.471894,Public Safety Department,5,4,8,9,2,56,Medium,Resolved,CL-437,0,0.41,Concerned,4,Escalate to local safety officer,5.5,No
GRV-1812,2026-07-18T20:13:00,Web,A broken streetlight is creating a safety risk at night. A school nearby may be affected.,Public Safety,Charminar,17.358761,78.471087,Public Safety Department,6,5,5,2,4,47,Low,In Progress,CL-145,3,0.66,Negative,12,Escalate to local safety officer,,No
GRV-1813,2026-08-16T03:43:00,Mobile App,A broken streetlight is creating a safety risk at night.,Public Safety,Banjara Hills,17.418906,78.431035,Public Safety Department,8,6,8,5,3,64,Medium,New,CL-226,6,0.41,Negative,3,Dispatch safety inspection team,,No
GRV-1814,2026-07-24T05:34:00,Call Center,A damaged electric pole is creating a safety concern.,Electricity,Madhapur,17.450513,78.388329,Electricity Distribution Department,4,7,5,2,5,46,Low,Escalated,CL-424,2,0.58,Urgent,2,Escalate outage to field engineer,,No
GRV-1815,2026-08-09T18:18:00,Mobile App,Repeated complaints about the damaged road have not been resolved.,Roads,Kukatpally,17.486505,78.412734,GHMC Roads Department,8,7,4,4,1,54,Medium,New,CL-351,1,0.88,Concerned,36,Schedule pothole repair,,No
GRV-1816,2026-08-03T16:07:00,Social Media,An unsafe public area near Secunderabad has recurring incidents.,Public Safety,Secunderabad,17.438513,78.497234,Public Safety Department,7,7,7,3,8,66,Medium,Assigned,CL-291,1,0.77,Negative,4,Inspect hazardous location,,No
GRV-1817,2026-07-25T04:35:00,Social Media,The road near Miyapur has been damaged for 3 days. A elderly resident may be affected.,Roads,Miyapur,17.493392,78.358751,GHMC Roads Department,6,3,8,9,2,56,Medium,Assigned,CL-104,3,0.68,Concerned,43,Dispatch road inspection team,,No
GRV-1818,2026-07-22T02:52:00,Call Center,We are facing repeated power cuts in Secunderabad. A child may be affected.,Electricity,Secunderabad,17.436159,78.494769,Electricity Distribution Department,5,7,3,9,6,58,Medium,In Progress,CL-103,6,0.49,Concerned,23,Dispatch line inspection team,,No
GRV-1819,2026-07-30T04:23:00,Mobile App,The storm-water drain near Kukatpally is overflowing. A hospital nearby may be affected.,Drainage,Kukatpally,17.48291,78.416533,Storm Water & Drainage Department,9,5,3,9,6,66,Medium,Assigned,CL-152,6,0.67,Frustrated,15,Clear blocked drain,,No
GRV-1820,2026-08-18T03:26:00,Web,Garbage has not been collected in Kukatpally for 1 days. A senior citizens may be affected.,Sanitation,Kukatpally,17.484812,78.41319,Sanitation Department,9,3,3,2,4,48,Low,New,CL-270,5,0.79,Negative,47,Dispatch sanitation crew,,No
GRV-1821,2026-08-06T00:02:00,Walk-in,Blocked drainage is creating a severe sanitation problem. A child may be affected.,Drainage,Madhapur,17.450001,78.390157,Storm Water & Drainage Department,7,3,3,9,6,56,Medium,In Progress,CL-113,1,0.6,Negative,19,Dispatch drainage crew,,No
GRV-1822,2026-08-06T20:43:00,Call Center,Waste is piling up near residential buildings in Madhapur.,Sanitation,Madhapur,17.448269,78.389136,Sanitation Department,4,3,5,2,1,32,Low,Assigned,CL-352,4,0.45,Frustrated,34,Dispatch sanitation crew,,No
GRV-1823,2026-07-18T01:33:00,Web,Waste is piling up near residential buildings in Jubilee Hills.,Sanitation,Jubilee Hills,17.436439,78.406324,Sanitation Department,6,5,8,5,7,62,Medium,Resolved,CL-208,4,0.39,Urgent,27,Escalate to sanitation supervisor,28.9,No
GRV-1824,2026-07-16T04:47:00,Social Media,No water supply in our locality for 6 days.,Water Supply,HITEC City,17.440044,78.378919,Water Supply Department,3,6,9,7,8,62,Medium,In Progress,CL-441,0,0.84,Negative,14,Inspect local pipeline/network,,No
GRV-1825,2026-08-17T18:38:00,Walk-in,The storm-water drain near Madhapur is overflowing.,Drainage,Madhapur,17.449023,78.392981,Storm Water & Drainage Department,3,5,2,8,5,42,Low,Resolved,CL-250,3,0.85,Frustrated,22,Escalate flooding risk to engineering team,21.8,No
GRV-1826,2026-07-25T22:14:00,Social Media,A damaged electric pole is creating a safety concern.,Electricity,Uppal,17.402358,78.561561,Electricity Distribution Department,4,4,9,4,1,46,Low,Resolved,CL-138,2,0.61,Frustrated,7,Dispatch line inspection team,5.7,No
GRV-1827,2026-08-19T07:57:00,Mobile App,Heavy rain has caused waterlogging in Mehdipatnam.,Drainage,Mehdipatnam,17.397486,78.451274,Storm Water & Drainage Department,9,8,4,2,4,60,Medium,Resolved,CL-415,3,0.38,Frustrated,23,Inspect storm-water line,5.4,No
GRV-1828,2026-08-15T12:53:00,Social Media,Residents on our street are facing repeated water outages. A senior citizens may be affected.,Water Supply,Kukatpally,17.481144,78.416363,Water Supply Department,7,7,9,3,2,60,Medium,In Progress,CL-274,0,0.88,Negative,23,Dispatch field inspection team,,No
GRV-1829,2026-08-07T08:11:00,Walk-in,Heavy rain has caused waterlogging in Mehdipatnam.,Drainage,Mehdipatnam,17.394762,78.451333,Storm Water & Drainage Department,6,5,5,6,8,59,Medium,Resolved,CL-134,0,0.59,Concerned,7,Clear blocked drain,4.2,No
GRV-1830,2026-08-12T22:27:00,Social Media,A large pothole has formed near Gachibowli and is dangerous for vehicles.,Roads,Gachibowli,17.443646,78.350262,GHMC Roads Department,8,3,4,6,8,59,Medium,Resolved,CL-300,4,0.78,Concerned,47,Escalate to local engineering officer,12.3,No
GRV-1831,2026-07-17T05:31:00,Call Center,Residents are reporting a recurring public safety concern. A school nearby may be affected.,Public Safety,Kukatpally,17.486294,78.416268,Public Safety Department,8,3,6,8,2,57,Medium,In Progress,CL-107,3,0.41,Frustrated,10,Escalate to local safety officer,,No
GRV-1832,2026-08-14T06:40:00,Call Center,Our street has repeated missed waste collection complaints. A senior citizens may be affected.,Sanitation,Dilsukhnagar,17.372284,78.524134,Sanitation Department,9,9,8,3,5,73,High,Resolved,CL-384,3,0.83,Negative,30,Inspect waste accumulation point,18.2,No
GRV-1833,2026-08-09T01:48:00,Web,A damaged electric pole is creating a safety concern. A elderly resident may be affected.,Electricity,Uppal,17.40102,78.561391,Electricity Distribution Department,7,5,3,9,7,61,Medium,Resolved,CL-232,2,0.44,Urgent,9,Inspect transformer/feed line,6.7,No
GRV-1834,2026-08-06T19:28:00,Web,Waste is piling up near residential buildings in Secunderabad. A high-footfall public area may be affected.,Sanitation,Secunderabad,17.436613,78.494891,Sanitation Department,6,4,6,5,8,58,Medium,New,CL-152,6,0.88,Urgent,48,Dispatch sanitation crew,,No
GRV-1835,2026-07-17T04:58:00,Call Center,Heavy rain has caused waterlogging in Dilsukhnagar.,Drainage,Dilsukhnagar,17.371038,78.526303,Storm Water & Drainage Department,3,4,5,5,7,45,Low,Assigned,CL-302,1,0.53,Negative,14,Clear blocked drain,,No
GRV-1836,2026-07-16T12:50:00,Walk-in,Overflowing garbage bins are causing a hygiene issue. A child may be affected.,Sanitation,Madhapur,17.451473,78.394951,Sanitation Department,3,6,7,9,1,50,Medium,Assigned,CL-320,2,0.73,Urgent,48,Dispatch sanitation crew,,No
GRV-1837,2026-07-26T21:26:00,Call Center,Water is entering homes due to drainage blockage. A local shops may be affected.,Drainage,Kondapur,17.46248,78.368053,Storm Water & Drainage Department,8,3,8,5,3,58,Medium,Resolved,CL-134,3,0.5,Negative,22,Escalate flooding risk to engineering team,5.2,No
GRV-1838,2026-07-19T04:20:00,Web,Uncollected waste is creating foul smell and health concerns. A hospital nearby may be affected.,Sanitation,Secunderabad,17.436785,78.49921,Sanitation Department,7,7,9,9,5,74,High,In Progress,CL-405,5,0.66,Frustrated,33,Increase collection frequency,,No
GRV-1839,2026-07-17T23:14:00,Call Center,Water pipeline near Manikonda appears damaged and residents have no supply.,Water Supply,Manikonda,17.402988,78.380807,Water Supply Department,3,5,3,2,8,40,Low,Resolved,CL-307,5,0.58,Negative,23,Escalate to Zone Water Officer,20.0,No
GRV-1840,2026-08-06T23:37:00,Walk-in,Residents on our street are facing repeated water outages. A elderly resident may be affected.,Water Supply,Kukatpally,17.486359,78.411992,Water Supply Department,6,3,2,9,1,43,Low,New,CL-296,2,0.79,Concerned,14,Initiate emergency tanker support,,No
GRV-1841,2026-08-16T14:28:00,Walk-in,A damaged electric pole is creating a safety concern. A pregnant resident may be affected.,Electricity,Secunderabad,17.44216,78.496768,Electricity Distribution Department,3,9,6,9,6,62,Medium,In Progress,CL-153,3,0.82,Frustrated,12,Escalate outage to field engineer,,No
GRV-1842,2026-07-20T21:54:00,Call Center,There is an open road crack/pothole near a school in Miyapur. A child may be affected.,Roads,Miyapur,17.493334,78.356172,GHMC Roads Department,9,9,7,9,5,80,High,New,CL-379,6,0.82,Frustrated,52,Schedule pothole repair,,No
GRV-1843,2026-07-23T01:48:00,Walk-in,Drain is blocked near Begumpet and water is accumulating.,Drainage,Begumpet,17.441785,78.464675,Storm Water & Drainage Department,8,6,4,8,3,60,Medium,Assigned,CL-377,2,0.44,Negative,20,Inspect storm-water line,,No
GRV-1844,2026-08-11T14:24:00,Web,Drain is blocked near Madhapur and water is accumulating. A child may be affected.,Drainage,Madhapur,17.445167,78.39221,Storm Water & Drainage Department,8,3,3,9,6,58,Medium,New,CL-337,4,0.64,Concerned,7,Escalate flooding risk to engineering team,,No
GRV-1845,2026-08-01T18:50:00,Web,We are facing repeated power cuts in Kukatpally.,Electricity,Kukatpally,17.488256,78.410228,Electricity Distribution Department,4,7,7,5,1,49,Low,Resolved,CL-237,5,0.59,Concerned,10,Escalate outage to field engineer,10.3,No
GRV-1846,2026-08-11T10:10:00,Mobile App,There is an open road crack/pothole near a school in Secunderabad. A school nearby may be affected.,Roads,Secunderabad,17.436887,78.49876,GHMC Roads Department,7,8,8,8,1,66,Medium,Resolved,CL-162,6,0.65,Frustrated,35,Barricade hazardous section,49.9,No
GRV-1847,2026-08-15T21:09:00,Mobile App,Drain is blocked near Kukatpally and water is accumulating. A elderly resident may be affected.,Drainage,Kukatpally,17.482133,78.415503,Storm Water & Drainage Department,6,5,6,9,6,62,Medium,Resolved,CL-133,2,0.7,Concerned,12,Escalate flooding risk to engineering team,3.2,No
GRV-1848,2026-07-23T12:55:00,Web,Our street has repeated missed waste collection complaints. A residential community may be affected.,Sanitation,Secunderabad,17.443082,78.497129,Sanitation Department,9,6,5,3,5,61,Medium,In Progress,CL-409,0,0.61,Urgent,47,Dispatch sanitation crew,,No
GRV-1849,2026-08-18T03:14:00,Call Center,Residents are reporting a recurring public safety concern.,Public Safety,Charminar,17.362593,78.472535,Public Safety Department,4,9,2,4,6,49,Low,Escalated,CL-237,4,0.37,Urgent,7,Escalate to local safety officer,,No
GRV-1850,2026-08-02T11:22:00,Call Center,Uncollected waste is creating foul smell and health concerns. A elderly resident may be affected.,Sanitation,Banjara Hills,17.413693,78.43412,Sanitation Department,9,6,9,9,8,82,High,Assigned,CL-105,0,0.63,Concerned,23,Increase collection frequency,,No
GRV-1851,2026-07-21T14:34:00,Social Media,Blocked drainage is creating a severe sanitation problem.,Drainage,Kukatpally,17.486783,78.416231,Storm Water & Drainage Department,7,3,2,7,6,50,Medium,Resolved,CL-109,0,0.7,Urgent,20,Escalate flooding risk to engineering team,16.3,No
GRV-1852,2026-08-13T09:08:00,Web,The storm-water drain near Begumpet is overflowing.,Drainage,Begumpet,17.446195,78.471492,Storm Water & Drainage Department,5,6,4,8,8,59,Medium,Assigned,CL-120,3,0.5,Negative,14,Escalate flooding risk to engineering team,,No
GRV-1853,2026-07-21T18:07:00,Mobile App,An unsafe public area near Gachibowli has recurring incidents.,Public Safety,Gachibowli,17.44365,78.349433,Public Safety Department,8,4,9,3,4,60,Medium,Escalated,CL-300,0,0.66,Urgent,12,Escalate to local safety officer,,No
GRV-1854,2026-07-16T00:04:00,Web,Heavy rain has caused waterlogging in Begumpet. A child may be affected.,Drainage,Begumpet,17.44658,78.467663,Storm Water & Drainage Department,3,9,3,9,1,48,Low,Assigned,CL-229,0,0.47,Urgent,22,Escalate flooding risk to engineering team,,No
GRV-1855,2026-08-07T22:18:00,Social Media,A damaged electric pole is leaning dangerously near homes. A child may be affected.,Public Safety,Secunderabad,17.439983,78.494679,Public Safety Department,6,9,3,9,5,63,Medium,In Progress,CL-221,1,0.85,Negative,7,Initiate immediate risk mitigation,,No
GRV-1856,2026-07-16T01:29:00,Call Center,Overflowing garbage bins are causing a hygiene issue. A hospital nearby may be affected.,Sanitation,Kukatpally,17.48852,78.414507,Sanitation Department,7,5,3,9,1,52,Medium,Resolved,CL-271,6,0.46,Negative,37,Escalate to sanitation supervisor,2.2,No
GRV-1857,2026-08-01T02:58:00,Web,Water pipeline near HITEC City appears damaged and residents have no supply. A residential community may be affected.,Water Supply,HITEC City,17.445133,78.380334,Water Supply Department,8,6,8,4,2,61,Medium,Assigned,CL-103,5,0.36,Negative,17,Escalate to Zone Water Officer,,No
GRV-1858,2026-07-31T00:49:00,Social Media,Garbage has not been collected in Banjara Hills for 5 days. A hospital nearby may be affected.,Sanitation,Banjara Hills,17.412727,78.434974,Sanitation Department,9,7,6,9,8,78,High,Resolved,CL-275,0,0.63,Negative,47,Escalate to sanitation supervisor,31.4,No
GRV-1859,2026-07-30T20:01:00,Web,Repeated complaints about the damaged road have not been resolved. A person with disability may be affected.,Roads,Gachibowli,17.440655,78.352074,GHMC Roads Department,6,7,3,9,8,64,Medium,Resolved,CL-416,0,0.77,Frustrated,35,Dispatch road inspection team,23.7,No
GRV-1860,2026-07-18T16:35:00,Mobile App,A broken streetlight is creating a safety risk at night. A child may be affected.,Public Safety,Charminar,17.365126,78.476972,Public Safety Department,8,9,7,9,8,82,High,Resolved,CL-439,2,0.56,Urgent,2,Inspect hazardous location,3.0,No
GRV-1861,2026-07-18T12:06:00,Mobile App,Our street has repeated missed waste collection complaints. A residential community may be affected.,Sanitation,Secunderabad,17.438143,78.499168,Sanitation Department,8,3,4,5,5,53,Medium,Escalated,CL-341,6,0.68,Frustrated,46,Escalate to sanitation supervisor,,No
GRV-1862,2026-07-26T16:58:00,Call Center,The road near Gachibowli has been damaged for 2 days. A high-footfall public area may be affected.,Roads,Gachibowli,17.439083,78.351568,GHMC Roads Department,6,5,3,5,1,43,Low,New,CL-374,2,0.74,Concerned,20,Dispatch road inspection team,,No
GRV-1863,2026-08-15T15:03:00,Call Center,Uncollected waste is creating foul smell and health concerns. A child may be affected.,Sanitation,Kukatpally,17.48418,78.417405,Sanitation Department,9,9,7,9,8,84,High,In Progress,CL-165,0,0.73,Negative,16,Escalate to sanitation supervisor,,No
GRV-1864,2026-08-06T12:41:00,Call Center,The road near Miyapur has been damaged for 3 days. A residential community may be affected.,Roads,Miyapur,17.498637,78.354923,GHMC Roads Department,7,7,7,7,5,67,Medium,Resolved,CL-118,3,0.38,Negative,72,Barricade hazardous section,56.8,No
GRV-1865,2026-07-15T09:39:00,Web,Power has been out in our area for 13 hours. A residential community may be affected.,Electricity,Gachibowli,17.43862,78.348319,Electricity Distribution Department,3,9,7,6,1,52,Medium,Resolved,CL-150,2,0.41,Negative,7,Dispatch line inspection team,9.5,No
GRV-1866,2026-07-28T17:43:00,Web,A broken streetlight is creating a safety risk at night.,Public Safety,Gachibowli,17.443118,78.349492,Public Safety Department,4,4,2,2,8,39,Low,New,CL-431,4,0.79,Negative,2,Inspect hazardous location,,No
GRV-1867,2026-07-26T07:17:00,Social Media,Heavy rain has caused waterlogging in Dilsukhnagar.,Drainage,Dilsukhnagar,17.371144,78.524817,Storm Water & Drainage Department,4,9,9,5,4,62,Medium,Resolved,CL-445,4,0.54,Frustrated,21,Clear blocked drain,14.2,No
GRV-1868,2026-08-17T09:35:00,Mobile App,We are facing repeated power cuts in Madhapur.,Electricity,Madhapur,17.44485,78.394639,Electricity Distribution Department,8,9,3,2,5,58,Medium,In Progress,CL-140,2,0.37,Concerned,23,Inspect transformer/feed line,,No
GRV-1869,2026-08-03T10:12:00,Call Center,An unsafe public area near Gachibowli has recurring incidents. A school nearby may be affected.,Public Safety,Gachibowli,17.443548,78.348927,Public Safety Department,4,6,2,5,5,43,Low,In Progress,CL-264,3,0.37,Frustrated,11,Inspect hazardous location,,No
GRV-1870,2026-08-14T09:03:00,Web,There is an open road crack/pothole near a school in Madhapur.,Roads,Madhapur,17.447214,78.390677,GHMC Roads Department,7,3,7,4,1,48,Low,Assigned,CL-290,2,0.79,Frustrated,37,Barricade hazardous section,,No
GRV-1871,2026-08-09T22:06:00,Web,Water is entering homes due to drainage blockage.,Drainage,Kondapur,17.461202,78.36476,Storm Water & Drainage Department,9,5,3,2,8,58,Medium,New,CL-102,5,0.74,Concerned,13,Escalate flooding risk to engineering team,,No
GRV-1872,2026-08-14T22:39:00,Web,Our apartment has not received drinking water for 2 days.,Water Supply,Kukatpally,17.486361,78.417786,Water Supply Department,6,8,8,2,3,58,Medium,Resolved,CL-268,3,0.69,Urgent,17,Dispatch field inspection team,9.4,No
GRV-1873,2026-07-29T17:13:00,Social Media,Residents are reporting a recurring public safety concern. A school nearby may be affected.,Public Safety,Banjara Hills,17.413677,78.43577,Public Safety Department,3,3,4,8,7,46,Low,Resolved,CL-375,0,0.39,Negative,4,Inspect hazardous location,3.4,No
GRV-1874,2026-08-13T02:23:00,Web,No water supply in our locality for 1 days.,Water Supply,Gachibowli,17.443961,78.347203,Water Supply Department,8,4,4,5,1,49,Low,Resolved,CL-212,4,0.73,Concerned,6,Escalate to Zone Water Officer,6.7,No
GRV-1875,2026-08-16T18:18:00,Web,Garbage has not been collected in Dilsukhnagar for 2 days. A pregnant resident may be affected.,Sanitation,Dilsukhnagar,17.372443,78.528624,Sanitation Department,4,3,5,9,7,52,Medium,New,CL-357,5,0.62,Negative,16,Inspect waste accumulation point,,No
GRV-1876,2026-07-17T20:26:00,Web,The storm-water drain near Begumpet is overflowing.,Drainage,Begumpet,17.442482,78.467028,Storm Water & Drainage Department,4,5,7,3,1,42,Low,In Progress,CL-364,0,0.56,Concerned,21,Dispatch drainage crew,,No
GRV-1877,2026-08-14T21:56:00,Call Center,Water pipeline near Kukatpally appears damaged and residents have no supply. A pregnant resident may be affected.,Water Supply,Kukatpally,17.485548,78.417505,Water Supply Department,9,8,5,9,8,78,High,Escalated,CL-273,1,0.72,Concerned,12,Inspect local pipeline/network,,No
GRV-1878,2026-08-11T08:22:00,Call Center,There is an open road crack/pothole near a school in Kukatpally. A hospital nearby may be affected.,Roads,Kukatpally,17.482941,78.416991,GHMC Roads Department,9,9,4,9,6,76,High,New,CL-297,1,0.35,Concerned,65,Barricade hazardous section,,No
GRV-1879,2026-07-18T07:00:00,Walk-in,Waste is piling up near residential buildings in Banjara Hills. A senior citizens may be affected.,Sanitation,Banjara Hills,17.418311,78.431071,Sanitation Department,8,4,4,3,4,50,Medium,In Progress,CL-428,0,0.53,Concerned,14,Increase collection frequency,,No
GRV-1880,2026-08-10T15:59:00,Walk-in,Water pressure has been very low in Manikonda since 5 days. A elderly resident may be affected.,Water Supply,Manikonda,17.403673,78.380012,Water Supply Department,3,3,8,9,7,55,Medium,Assigned,CL-445,1,0.47,Frustrated,6,Initiate emergency tanker support,,No
GRV-1881,2026-07-25T14:26:00,Call Center,Uncollected waste is creating foul smell and health concerns.,Sanitation,Secunderabad,17.43873,78.495792,Sanitation Department,9,6,6,3,7,66,Medium,Resolved,CL-124,6,0.47,Negative,23,Inspect waste accumulation point,30.8,No
GRV-1882,2026-07-15T14:11:00,Social Media,Power has been out in our area for 6 hours.,Electricity,Secunderabad,17.441704,78.495667,Electricity Distribution Department,3,3,7,8,3,46,Low,Assigned,CL-225,4,0.74,Urgent,8,Escalate outage to field engineer,,No
GRV-1883,2026-08-07T19:35:00,Walk-in,The storm-water drain near Madhapur is overflowing. A senior citizens may be affected.,Drainage,Madhapur,17.449822,78.391264,Storm Water & Drainage Department,6,3,3,6,7,50,Medium,Escalated,CL-345,2,0.64,Urgent,8,Dispatch drainage crew,,No
GRV-1884,2026-08-04T19:57:00,Web,Transformer near Uppal appears overloaded and outages are frequent.,Electricity,Uppal,17.402259,78.564763,Electricity Distribution Department,6,7,5,2,7,56,Medium,Resolved,CL-279,4,0.62,Urgent,7,Inspect transformer/feed line,4.3,No
GRV-1885,2026-07-17T20:16:00,Mobile App,A large pothole has formed near Secunderabad and is dangerous for vehicles. A child may be affected.,Roads,Secunderabad,17.441749,78.501696,GHMC Roads Department,4,7,6,9,3,56,Medium,Assigned,CL-271,1,0.42,Urgent,17,Dispatch road inspection team,,No
GRV-1886,2026-08-14T19:44:00,Walk-in,No water supply in our locality for 5 days.,Water Supply,Gachibowli,17.440084,78.351704,Water Supply Department,8,8,2,3,1,50,Medium,New,CL-147,2,0.88,Urgent,10,Escalate to Zone Water Officer,,No
GRV-1887,2026-07-23T17:00:00,Mobile App,A broken streetlight is creating a safety risk at night.,Public Safety,Madhapur,17.451779,78.39102,Public Safety Department,9,4,3,5,6,58,Medium,Resolved,CL-352,3,0.57,Negative,12,Initiate immediate risk mitigation,2.9,No
GRV-1888,2026-08-13T14:47:00,Web,Waste is piling up near residential buildings in Kukatpally.,Sanitation,Kukatpally,17.487785,78.411073,Sanitation Department,8,3,4,6,2,50,Medium,In Progress,CL-355,6,0.72,Frustrated,16,Increase collection frequency,,No
GRV-1889,2026-08-05T02:00:00,Call Center,No water supply in our locality for 2 days.,Water Supply,Madhapur,17.452051,78.390841,Water Supply Department,6,4,4,6,2,46,Low,New,CL-426,3,0.86,Urgent,22,Initiate emergency tanker support,,No
GRV-1890,2026-07-27T13:49:00,Walk-in,We are facing repeated power cuts in Gachibowli. A elderly resident may be affected.,Electricity,Gachibowli,17.439232,78.346471,Electricity Distribution Department,7,9,8,9,6,78,High,Assigned,CL-150,4,0.38,Concerned,10,Escalate outage to field engineer,,No
GRV-1891,2026-07-22T12:24:00,Call Center,The storm-water drain near Kondapur is overflowing. A elderly resident may be affected.,Drainage,Kondapur,17.465249,78.362746,Storm Water & Drainage Department,8,7,8,9,3,72,High,Assigned,CL-222,6,0.45,Frustrated,10,Escalate flooding risk to engineering team,,No
GRV-1892,2026-07-21T15:40:00,Web,A damaged electric pole is leaning dangerously near homes.,Public Safety,Banjara Hills,17.416864,78.435267,Public Safety Department,3,8,2,6,8,50,Medium,Escalated,CL-382,3,0.75,Negative,5,Initiate immediate risk mitigation,,No
GRV-1893,2026-07-24T22:15:00,Mobile App,Waste is piling up near residential buildings in Jubilee Hills.,Sanitation,Jubilee Hills,17.42922,78.408751,Sanitation Department,8,5,9,3,6,66,Medium,Resolved,CL-126,1,0.55,Negative,28,Inspect waste accumulation point,40.0,No
GRV-1894,2026-08-03T16:25:00,Call Center,A damaged electric pole is leaning dangerously near homes.,Public Safety,Charminar,17.365176,78.473584,Public Safety Department,5,5,9,8,7,66,Medium,Escalated,CL-268,6,0.62,Concerned,11,Escalate to local safety officer,,No
GRV-1895,2026-07-20T17:05:00,Web,A damaged electric pole is creating a safety concern. A hospital nearby may be affected.,Electricity,Kondapur,17.462081,78.368102,Electricity Distribution Department,8,7,8,9,2,70,High,Assigned,CL-337,2,0.46,Frustrated,7,Escalate outage to field engineer,,No
GRV-1896,2026-07-20T03:54:00,Mobile App,Water is entering homes due to drainage blockage. A child may be affected.,Drainage,Madhapur,17.446217,78.393715,Storm Water & Drainage Department,9,5,8,9,7,77,High,New,CL-270,1,0.81,Concerned,13,Dispatch drainage crew,,No
GRV-1897,2026-08-17T11:20:00,Social Media,Garbage has not been collected in Jubilee Hills for 1 days.,Sanitation,Jubilee Hills,17.431901,78.408362,Sanitation Department,5,8,5,3,3,50,Medium,New,CL-315,2,0.79,Frustrated,31,Escalate to sanitation supervisor,,No
GRV-1898,2026-08-03T09:05:00,Call Center,There is an open road crack/pothole near a school in Kukatpally.,Roads,Kukatpally,17.487425,78.415064,GHMC Roads Department,9,5,4,3,2,52,Medium,Resolved,CL-103,4,0.55,Negative,70,Barricade hazardous section,30.9,No
GRV-1899,2026-08-19T08:09:00,Walk-in,A damaged electric pole is creating a safety concern. A elderly resident may be affected.,Electricity,Uppal,17.400202,78.559391,Electricity Distribution Department,6,4,4,9,1,49,Low,Resolved,CL-159,5,0.78,Frustrated,9,Inspect transformer/feed line,7.3,No
GRV-1900,2026-07-16T09:59:00,Web,A large pothole has formed near Gachibowli and is dangerous for vehicles.,Roads,Gachibowli,17.436391,78.352266,GHMC Roads Department,3,9,7,8,3,58,Medium,Assigned,CL-368,0,0.85,Frustrated,71,Escalate to local engineering officer,,No
GRV-1901,2026-08-08T19:44:00,Web,An unsafe public area near Banjara Hills has recurring incidents. A school nearby may be affected.,Public Safety,Banjara Hills,17.415555,78.432016,Public Safety Department,8,9,5,2,7,66,Medium,Resolved,CL-406,1,0.68,Negative,3,Dispatch safety inspection team,2.5,No
GRV-1902,2026-08-05T00:50:00,Social Media,A broken road section is causing traffic problems near Kukatpally.,Roads,Kukatpally,17.483718,78.416946,GHMC Roads Department,7,9,8,3,1,61,Medium,Assigned,CL-447,5,0.66,Urgent,27,Barricade hazardous section,,No
GRV-1903,2026-08-13T22:53:00,Mobile App,The road near Miyapur has been damaged for 2 days.,Roads,Miyapur,17.496286,78.353697,GHMC Roads Department,4,7,4,2,5,44,Low,Resolved,CL-233,5,0.81,Concerned,69,Schedule pothole repair,24.5,No
GRV-1904,2026-07-22T02:53:00,Walk-in,Residents on our street are facing repeated water outages.,Water Supply,Gachibowli,17.437097,78.348071,Water Supply Department,3,7,4,5,8,50,Medium,Assigned,CL-151,6,0.76,Negative,12,Inspect local pipeline/network,,No
GRV-1905,2026-07-23T21:20:00,Mobile App,A broken streetlight is creating a safety risk at night.,Public Safety,Charminar,17.365457,78.47856,Public Safety Department,6,8,8,7,5,68,Medium,Resolved,CL-129,3,0.77,Concerned,9,Escalate to local safety officer,3.5,No
GRV-1906,2026-08-01T14:03:00,Mobile App,Repeated complaints about the damaged road have not been resolved. A pregnant resident may be affected.,Roads,Secunderabad,17.438873,78.494694,GHMC Roads Department,4,5,4,9,3,48,Low,New,CL-286,2,0.75,Urgent,36,Escalate to local engineering officer,,No
GRV-1907,2026-07-25T09:00:00,Social Media,A large pothole has formed near Secunderabad and is dangerous for vehicles.,Roads,Secunderabad,17.443498,78.500477,GHMC Roads Department,3,7,2,4,7,44,Low,Escalated,CL-162,6,0.5,Frustrated,43,Schedule pothole repair,,No
GRV-1908,2026-08-04T12:42:00,Walk-in,The road near Kukatpally has been damaged for 2 days. A hospital nearby may be affected.,Roads,Kukatpally,17.48126,78.412347,GHMC Roads Department,3,7,6,9,7,59,Medium,Assigned,CL-270,5,0.66,Urgent,35,Dispatch road inspection team,,No
